phase,project,model,run,functional_score,non_functional_score,maintainability,security,robustness,performance,resource,perf_elapsed_time_s,avg_memory_mb,avg_cpu_percent,high_risk_count,mi_min,robust_passed,robust_total,repo_path,task_yaml,package_name
reruns,Lifelines,claude-4.5-sonnet,2,0.6,0.4,0.0,1.0,1.0,0.0,0.0,2.942721,73.95,100.6,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,claude-4.5-sonnet,3,0.6,0.4,0.0,1.0,1.0,0.0,0.0,3.057933,73.94,98.8,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,claude-4.5-sonnet,4,0.6,0.4,0.0,1.0,1.0,0.0,0.0,3.052226,73.55,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Lifelines,claude-4.5-sonnet,5,0.6,0.4,0.0,1.0,1.0,0.0,0.0,3.154341,74.14,100.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Lifelines,D:\桌面\RAL-Bench\tasks\Lifelines\lifelines.yaml,lifelines
reruns,Loguru,gpt-5.2,1,0.5455,0.536,0.0,1.0,1.0,0.133,1.0,18.990405,35.61,98.6,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gpt-5.2,2,0.5455,0.5354,0.0,1.0,1.0,0.1284,1.0,19.656766,35.29,99.2,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gpt-5.2,3,0.5455,0.536,0.0,1.0,1.0,0.1333,1.0,18.937604,35.9,99.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gpt-5.2,4,0.5455,0.5359,0.0,1.0,1.0,0.1326,1.0,19.041292,35.43,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gpt-5.2,5,0.5455,0.5358,0.0,1.0,1.0,0.1323,0.9995,19.084304,36.14,99.5,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gpt-5.2\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gemini-3-pro-preview,1,0.7273,0.6089,0.0,1.0,1.0,0.7441,0.997,3.393248,34.34,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gemini-3-pro-preview,2,0.7273,0.609,0.0,1.0,1.0,0.7419,1.0,3.403453,35.18,98.8,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gemini-3-pro-preview,3,0.7273,0.6095,0.0,1.0,1.0,0.7456,1.0,3.386519,34.78,98.4,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gemini-3-pro-preview,4,0.7273,0.6061,0.0,1.0,1.0,0.7223,0.995,3.495534,34.2,100.4,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,gemini-3-pro-preview,5,0.7273,0.5939,0.0,1.0,1.0,0.6162,1.0,4.097642,34.65,98.9,0,0.0,4,4,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,claude-4.5-sonnet,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.683508,37.75,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,claude-4.5-sonnet,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.786317,37.51,100.0,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,claude-4.5-sonnet,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.703308,37.02,95.8,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,claude-4.5-sonnet,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.719072,37.57,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Loguru,claude-4.5-sonnet,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.766303,37.57,99.1,0,0.0,4,4,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Loguru,D:\桌面\RAL-Bench\tasks\Loguru\loguru.yaml,loguru
reruns,Mailpile,gpt-5.2,1,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.797085,33.75,98.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gpt-5.2,2,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.604759,33.39,100.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gpt-5.2,3,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.588366,33.8,97.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gpt-5.2,4,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.632102,33.39,102.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gpt-5.2,5,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.566628,33.7,100.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gemini-3-pro-preview,1,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.648749,33.34,96.1,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gemini-3-pro-preview,2,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.552229,33.41,101.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gemini-3-pro-preview,3,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.569313,33.41,97.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gemini-3-pro-preview,4,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.574992,33.73,97.0,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,gemini-3-pro-preview,5,0.0,0.368,0.0,1.0,0.8,0.0,0.0,1.581205,33.41,99.1,0,0.0,4,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,claude-4.5-sonnet,1,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.786825,37.24,100.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,claude-4.5-sonnet,2,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.782588,38.16,96.8,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,claude-4.5-sonnet,3,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.758316,37.12,100.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,claude-4.5-sonnet,4,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.838525,38.16,98.2,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Mailpile,claude-4.5-sonnet,5,0.0,0.24,0.0,1.0,0.0,0.0,0.0,1.794629,38.26,100.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mailpile,D:\桌面\RAL-Bench\tasks\Mailpile\mailpile.yaml,mailpile
reruns,Markdown,gpt-5.2,1,0.4737,0.6579,0.7163,1.0,1.0,0.0,0.0,1.779244,35.88,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gpt-5.2,2,0.4737,0.6579,0.7163,1.0,1.0,0.0,0.0,1.762656,35.64,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gpt-5.2,3,0.4737,0.6579,0.7163,1.0,1.0,0.0,0.0,1.772975,36.0,100.9,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gpt-5.2,4,0.4737,0.6579,0.7163,1.0,1.0,0.0,0.0,1.788804,36.07,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gpt-5.2,5,0.4737,0.6579,0.7163,1.0,1.0,0.0,0.0,1.741753,36.16,97.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gemini-3-pro-preview,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.745215,35.39,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gemini-3-pro-preview,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.692395,36.12,99.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gemini-3-pro-preview,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.75074,35.26,97.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gemini-3-pro-preview,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.781436,36.46,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,gemini-3-pro-preview,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.806528,34.97,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,claude-4.5-sonnet,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.783955,35.64,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,claude-4.5-sonnet,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.710815,35.07,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,claude-4.5-sonnet,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.72136,35.21,100.9,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,claude-4.5-sonnet,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.758697,35.38,98.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Markdown,claude-4.5-sonnet,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.719478,35.62,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Markdown,D:\桌面\RAL-Bench\tasks\Markdown\markdown.yaml,markdown
reruns,Mitmproxy,gpt-5.2,1,0.4545,0.4885,0.0,1.0,0.2,0.8238,0.9805,1.545979,33.33,100.0,0,0.0,1,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gpt-5.2,2,0.4545,0.4927,0.0,1.0,0.2,0.8498,0.9892,1.498669,33.18,98.7,0,0.0,1,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gpt-5.2,3,0.4545,0.4904,0.0,1.0,0.2,0.8447,0.9751,1.50769,33.31,101.2,0,0.0,1,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gpt-5.2,4,0.4545,0.4906,0.0,1.0,0.2,0.8364,0.9857,1.52268,33.38,98.8,0,0.0,1,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gpt-5.2,5,0.4545,0.4911,0.0,1.0,0.2,0.8382,0.9874,1.519354,33.3,98.7,0,0.0,1,5,D:\桌面\RAL-Bench\generation\gpt-5.2\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gemini-3-pro-preview,1,0.7273,0.522,0.0,1.0,0.4,0.8251,0.9919,1.543424,32.99,98.7,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gemini-3-pro-preview,2,0.7273,0.5243,0.0,1.0,0.4,0.8393,0.9969,1.517352,32.86,97.7,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gemini-3-pro-preview,3,0.7273,0.5229,0.0,1.0,0.4,0.827,0.9968,1.539858,33.01,97.7,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gemini-3-pro-preview,4,0.7273,0.5238,0.0,1.0,0.4,0.8351,0.9967,1.52502,33.05,97.6,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,gemini-3-pro-preview,5,0.7273,0.5234,0.0,1.0,0.4,0.8315,0.9969,1.531525,32.9,97.7,0,0.0,2,5,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,claude-4.5-sonnet,1,0.7273,0.522,0.0,1.0,0.4,0.826,0.9909,1.541837,33.03,98.8,0,0.0,2,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,claude-4.5-sonnet,2,0.7273,0.5191,0.0,1.0,0.4,0.8245,0.9683,1.544575,33.36,102.5,0,0.0,2,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,claude-4.5-sonnet,3,0.7273,0.5221,0.0,1.0,0.4,0.8375,0.9804,1.520633,33.34,100.0,0,0.0,2,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,claude-4.5-sonnet,4,0.7273,0.5201,0.0,1.0,0.4,0.8268,0.9743,1.540227,33.33,101.3,0,0.0,2,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mitmproxy,claude-4.5-sonnet,5,0.7273,0.5194,0.0,1.0,0.4,0.8277,0.9677,1.538635,33.43,102.4,0,0.0,2,5,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mitmproxy,D:\桌面\RAL-Bench\tasks\Mitmproxy\mitmproxy.yaml,mitmproxy
reruns,Mutagen,gpt-5.2,1,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.745109,36.58,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gpt-5.2,2,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.738399,35.41,97.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gpt-5.2,3,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.755285,35.57,96.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gpt-5.2,4,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.740233,36.39,98.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gpt-5.2,5,0.0,0.4,0.0,1.0,1.0,0.0,0.0,1.757496,35.52,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gemini-3-pro-preview,1,0.6667,0.28,0.0,0.5,1.0,0.0,0.0,1.807182,35.91,98.3,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gemini-3-pro-preview,2,0.6667,0.28,0.0,0.5,1.0,0.0,0.0,1.77929,35.95,98.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gemini-3-pro-preview,3,0.6667,0.28,0.0,0.5,1.0,0.0,0.0,1.741685,35.98,97.4,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gemini-3-pro-preview,4,0.6667,0.28,0.0,0.5,1.0,0.0,0.0,1.821592,36.12,96.3,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,gemini-3-pro-preview,5,0.6667,0.28,0.0,0.5,1.0,0.0,0.0,1.838424,35.5,98.2,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,claude-4.5-sonnet,1,0.8333,0.4,0.0,1.0,1.0,0.0,0.0,1.750534,36.66,97.4,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,claude-4.5-sonnet,2,0.8333,0.4,0.0,1.0,1.0,0.0,0.0,1.744284,35.3,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,claude-4.5-sonnet,3,0.8333,0.4,0.0,1.0,1.0,0.0,0.0,1.922116,36.74,99.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,claude-4.5-sonnet,4,0.8333,0.4,0.0,1.0,1.0,0.0,0.0,1.678725,36.43,99.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Mutagen,claude-4.5-sonnet,5,0.8333,0.4,0.0,1.0,1.0,0.0,0.0,1.685819,35.55,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Mutagen,D:\桌面\RAL-Bench\tasks\Mutagen\mutagen.yaml,mutagen
reruns,Pendulum,gpt-5.2,1,0.0769,0.7595,0.9986,1.0,1.0,0.0,0.0,1.670892,35.48,96.3,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gpt-5.2,2,0.0769,0.7595,0.9986,1.0,1.0,0.0,0.0,1.673933,35.18,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gpt-5.2,3,0.0769,0.7595,0.9986,1.0,1.0,0.0,0.0,1.665988,36.25,101.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gpt-5.2,4,0.0769,0.7595,0.9986,1.0,1.0,0.0,0.0,1.791736,34.89,101.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gpt-5.2,5,0.0769,0.7595,0.9986,1.0,1.0,0.0,0.0,1.705053,36.19,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gpt-5.2\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gemini-3-pro-preview,1,0.5385,0.7596,0.999,1.0,1.0,0.0,0.0,1.670995,35.88,98.1,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gemini-3-pro-preview,2,0.5385,0.7596,0.999,1.0,1.0,0.0,0.0,1.658073,35.67,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gemini-3-pro-preview,3,0.5385,0.7596,0.999,1.0,1.0,0.0,0.0,1.667581,36.1,100.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gemini-3-pro-preview,4,0.5385,0.7596,0.999,1.0,1.0,0.0,0.0,1.645659,35.45,99.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,gemini-3-pro-preview,5,0.5385,0.7596,0.999,1.0,1.0,0.0,0.0,1.646107,36.0,97.0,0,0.0,1,1,D:\桌面\RAL-Bench\generation\gemini-3-pro-preview\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,claude-4.5-sonnet,1,0.0,0.5993,0.9982,1.0,0.0,0.0,0.0,1.676397,35.18,98.1,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,claude-4.5-sonnet,2,0.0,0.5993,0.9982,1.0,0.0,0.0,0.0,1.747107,35.55,97.0,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,claude-4.5-sonnet,3,0.0,0.5993,0.9982,1.0,0.0,0.0,0.0,1.647011,36.0,98.2,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
reruns,Pendulum,claude-4.5-sonnet,4,0.0,0.5993,0.9982,1.0,0.0,0.0,0.0,1.669252,34.97,97.2,0,0.0,0,1,D:\桌面\RAL-Bench\generation\claude-4.5-sonnet\Pendulum,D:\桌面\RAL-Bench\tasks\Pendulum\pendulum.yaml,pendulum
